109
ESTADO_CIVIL RENUMERAÇÃO_MENSAL SEM_FILHOS UM_FILHOS DOIS_FILHOS TRES_FILHOS QUATRO_FILHOS 5_MAISFILHOS
2,686.002,0.12,0.02,0.02,0.02,0.02,0.0
2,708.002,2.42,0.02,0.02,0.02,0.02,0.0
2,754.002,3.42,0.02,0.02,0.02,0.02,0.0
2,794.002,4.82,1.02,0.02,0.02,0.02,0.0
2,836.002,5.72,1.92,1.02,0.02,0.02,0.0
2,886.002,6.62,3.82,1.32,0.02,0.02,0.0
2,974.002,7.42,4.72,3.02,0.02,0.02,0.0
2,1081.002,8.32,5.62,3.82,1.12,0.02,0.0
2,1225.002,9.42,7.02,4.82,2.12,0.22,0.0
2,1404.002,10.92,9.12,7.22,4.42,2.72,1.8
2,1629.002,11.92,10.22,8.32,6.42,4.62,2.8
2,1733.002,13.42,11.62,10.82,7.92,6.02,5.2
2,1849.002,14.32,12.72,11.92,9.22,7.42,6.6
2,1998.002,15.32,13.62,12.82,10.22,9.42,7.6
2,2157.002,16.32,14.62,13.82,11.12,10.42,8.7
2,2347.002,17.32,16.62,14.92,12.12,11.32,9.7
2,2566.002,18.22,17.62,15.92,14.12,12.32,11.6
2,2934.002,19.32,18.62,16.92,15.12,13.42,12.6
2,3356.002,21.92,21.82,20.22,18.82,17.42,17.0
2,3611.002,22.92,22.82,21.42,19.82,19.42,18.0
2,3882.002,23.92,23.82,22.42,21.02,20.42,19.0
2,4210.002,24.92,24.82,23.42,22.02,21.62,21.0
2,4604.002,26.42,25.82,24.42,23.02,22.62,22.2
2,5076.002,27.42,26.82,26.42,24.02,23.62,23.2
2,5654.002,28.42,27.82,27.42,25.02,24.62,24.2
2,6381.002,29.42,28.82,28.42,26.02,25.62,25.2
2,7323.002,30.32,30.22,29.82,27.62,27.42,27.2
2,8441.002,31.32,31.22,31.02,29.62,28.42,28.2
2,9336.002,32.82,32.72,32.52,31.32,29.92,29.7
2,10448.002,33.82,33.72,33.52,32.32,32.12,30.6
2,14013.002,35.12,35.12,34.52,33.32,33.12,31.9
2,20118.002,37.12,37.12,36.92,35.82,35.62,34.4
2,22749.002,38.12,38.12,37.92,37.22,36.62,35.4
2,25276.002,39.12,39.12,38.92,38.22,38.02,36.4
2,28309.002,40.12,40.12,39.92,39.22,39.02,37.8
2,28309.002,41.12,41.12,40.92,40.22,40.02,38.8
3,659.003,0.03,0.03,0.03,0.03,0.03,0.0
3,686.003,0.13,0.03,0.03,0.03,0.03,0.0
3,718.003,4.23,1.33,0.93,0.43,0.03,0.0
3,739.003,7.33,4.43,2.63,0.73,0.03,0.0
3,814.003,8.23,5.33,3.53,2.63,0.73,0.0
3,922.003,10.43,7.63,6.73,3.93,3.23,1.3
3,1005.003,11.63,8.93,8.13,5.33,4.53,3.2
3,1065.003,12.43,9.83,8.93,6.23,4.93,4.0
3,1143.003,13.53,11.73,10.93,8.23,7.33,5.5
3,1225.003,14.53,12.83,11.83,9.23,8.33,6.5
3,1321.003,15.63,14.83,13.03,11.03,9.33,8.4
3,1424.003,16.63,15.83,14.03,12.23,10.33,9.5
3,1562.003,17.73,16.93,15.03,13.23,11.43,10.5
3,1711.003,19.13,18.33,16.63,14.73,13.83,12.0
3,1870.003,20.53,19.93,18.23,16.53,15.73,13.9
3,1977.003,21.53,21.03,19.13,17.43,16.63,14.9
3,2090.003,22.53,22.03,20.23,18.33,17.63,16.8
3,2218.003,23.53,23.03,21.33,19.53,18.53,17.9
3,2367.003,24.53,24.13,23.33,20.53,19.73,18.8
3,2535.003,25.53,25.13,24.33,21.63,20.83,20.0
3,2767.003,26.53,26.03,25.33,22.63,21.83,21.0
3,3104.003,27.83,27.33,26.53,23.83,23.03,22.2
3,3534.003,29.43,29.33,28.93,26.53,26.13,25.7
3,4118.003,30.53,30.53,29.93,28.53,27.13,26.7
3,4650.003,32.33,32.03,31.63,29.93,28.63,28.2
3,5194.003,33.33,33.03,32.63,31.23,30.53,29.2
3,5880.003,34.33,34.03,33.63,32.23,31.83,30.1
3,6727.003,36.33,36.13,35.53,34.83,34.63,34.4
3,7939.003,37.33,37.13,36.93,35.83,35.63,35.4
3,9560.003,39.33,39.13,38.93,37.83,37.63,37.4
3,11282.003,40.33,40.13,39.93,39.23,38.63,38.4
3,18854.003,41.33,41.13,40.93,40.23,40.03,39.4
3,20221.003,42.33,42.13,41.93,41.23,41.03,40.4
3,22749.003,43.13,43.13,42.93,42.23,42.03,41.6
3,25276.003,44.13,44.13,43.93,43.23,43.03,42.8
3,25276.003,45.13,45.13,44.93,44.23,44.03,43.8
